,0,1
22,"نواز شریف ایک نشہ ہے (مریم اورنگزیب)🐸🐸
نشے کی اس لعنت کے دو ہی علاج ہیں
جرنیل کا ڈنڈا
اور
بابے رحمتے کا ہتھوڑا
نوٹ… https://t.co/DrrwFqNzux",0.15671689644116704
23,@Miss_Garrity It only took you an afternoon?!!! 😰😰 I spent that long on the lesson plan and resources for one!!!,0.1644116704071818
24,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
25,Tallonds 💅🏽 https://t.co/YLnt8d4egB,0.19185636421930108
26,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
27,"RT @xdeminess: Constant battle between not wanting to wear makeup so my skin clears &amp; wanting to wear makeup to hide my skin, waaahhhhh😩😩",0.11978198140429626
28,Sleepover club @janepattie_ 🙊❤️🐻,0.2724591215133056
29,@cairdyy30 Neither 😭,0.16101314523885862
30,Whit is it with people being absolute arseholes recently??? Christ geez a yard 😴,0.16184674575184355
31,"RT @annewitha_e: 'you've been in power for 10 years and what have you done?'
👇👇👇
made Scotland better 
@STVNews @BBCScotlandNews @Channel4N…",0.21449182430266114
32,actual has squashies for nails😭 https://t.co/uikbXuMMcP,0.16101314523885862
33,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
34,@midgeure1 @ZODIDOG Too cute! ☺️,0.2091054825264508
35,RT @rosscolquhoun: 👀 https://t.co/fL5Nd9kv8I,0.1710163513946778
36,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
37,Did I say weeks? Hmm I meant days 😏,0.18826546970182753
38,@ChloeArthur_ Jeez obsessed 😴,0.16184674575184355
39,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
40,@TheBruvsTV Thanks The Bruvs😀👍,0.2368066688041039
41,"@tashaaalyon 😂😂😂 me too, girl bye xo",0.20949022122475155
42,RT @3_stripes_: On my knees for @Aquila_9 😋🍆 https://t.co/hvoekMDwkX,0.23321577428663035
43,"@hayleylsunter Because of this tweet, I went and had a nosey. I’ve now made my first ever boohoo order 😂",0.1811478037832639
44,"RT @vonny_bravo: Gosh, when I get feedback like this it makes my day. This is why I write ❤️ https://t.co/yD2RabHxZm",0.2148124398845784
45,"RT @EuanKirkpatrick: When, oh when, is @VideoGamesLive gonna come back to Scotland? It’s been nearly 3 years now 😭",0.16101314523885862
46,@desastrelunar 💘,0.21077268355242065
47,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
48,Nut😩 https://t.co/GFkLQcnkSl,0.14337928823340818
49,@sarahghavabesh @rapzirq Sarah the yellow ain’t for him probs so others keep clear 🤷🏽‍♂️,0.1749919846104521
50,"When, oh when, is @VideoGamesLive gonna come back to Scotland? It’s been nearly 3 years now 😭",0.16101314523885862
51,RT @emiliaajoy: the happiest wee human atm 😊💫,0.240333440205194
52,@BBCHolbyCity Oh come on Holby !! Ahhh so infuriating 😠,0.14780378326386664
53,@PopCrave @sabrinaalgx @shannonerynx 😢😢,0.16787431869188843
54,RT @JamTarts: Happy Wayne Foster Day! ⚽️🎈🎉 https://t.co/3FVma6PcAs,0.2998396922090414
55,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
56,@ShannonMcphail9 yep lmao could think of a few😂😂,0.19531901250400774
57,@amykirk_ happy birthday babes 😘😘😘,0.3018275088169285
58,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
59,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
60,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
61,"RT @MussaTariq: الحمدللہ ہر جگہ بہت عزت ہے میری.. 😊😊

سوائے گھر کے.. 😒😔 https://t.co/UVHYBbsx3O",0.21622314844501445
62,@lauren_muirhead @gabbiejarvis @gillian_nivenn Home time 🙏🏻,0.1937159345944213
63,It’s the worst when your friend is upset and you can’t do anything😭,0.16101314523885862
64,"Boyfriend cooked me a meal as I’ve been reading academic journals for hours😄❤️Couscous, veggies, and some Cauldron… https://t.co/QwY2Vfq2Gk",0.24180827188201348
65,"RT @DavidBairdSC: Messi has played against 82 different teams in his Barcelona career.

He has scored against 71 of them 

⚽️🐐 https://t.co…",0.23321577428663035
66,Could this be you? 👇 https://t.co/dKBchO3bk8,0.18281500480923374
67,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
68,RT @xdeminess: omg hello I have never wanted a pair of sandals so much in my whole life 😻 https://t.co/v80b0sSMUI,0.20666880410387944
69,"RT @MussaTariq: عورتیں کمزور نہیں ہوتی 
یہ مرد ہی ہیں جن کی کمزوری کا علاج
ہر دیوار پہ لکھا ہوتا ہے😂😂",0.19531901250400774
70,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
71,25% of ALL valets and detailing THIS WEEK ONLY! Call 07950256620 to book in now or message us on Facebook! 🚘🚘… https://t.co/Abqgya59ca,0.1755690926579032
72,"RT @MussaTariq: آج ایک کوجے لڑکے کے ساتھ ایک گھنٹے تک موں ماری ہوئی😢😷
تھوڑی دیر بعد پتا چلا میں تو آئینے کے سامنے کھڑا ہوں😂😂😜",0.2141070856043604
73,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
74,"@CaughtCctv Ooooh, that's her out of a job. Standing on the wine rack rather than getting the kickstool. 😕

All that wastewd BOOOOZE! 😱",0.1537031099711446
75,RT @HibsOfficial: ️⚽️ | The Hibernian Community Foundation collected the Scottish FA’s ‘Legacy’ Quality Mark accreditation at an awards lun…,0.2064764347547291
76,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
77,"Good night for the @TollcrossTh players playing for @ScotAmFA  🏴󠁧󠁢󠁳󠁣󠁴󠁿 

@MikeyHornig goal ⚽️
@youssefbejaoui clean… https://t.co/7bt38Vohs0",0.2064764347547291
78,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
79,@ScotsFox71 @JamesMelville He was my MP before I moved. 😬 Ahhhhhhhhh,0.17941647964091056
80,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
81,Came home from training to find out my brother ordered a Chinese n got me nothing...not impressed 😐,0.14209682590573905
82,Happy bday angel hope you’ve had the best best day you deserve it soo much!! 💖X  @farah_mostafa14,0.21263225392754087
83,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
84,@frontendben RIP Macbook. 😢,0.16742545687720425
85,"@MitraBernadette That's cool 💃

I haven't seen any daffodils yet, but snowdrops are certainly dominating the countr… https://t.co/GF8lrDuOkO",0.21404296248797694
86,@yohaw Thanks - I hope so!! 😊,0.2082718820134659
87,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
88,Peanut butter is fucking godly😻,0.20666880410387944
89,@chloillustrates Moo are good! If you can wait til tomorrow I think I've got a discount code I can send your way 😊,0.2082718820134659
90,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
91,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.16922090413594104
92,@ailishkilday_x I'm just feeling it ❤️,0.2148124398845784
93,RT @christiemc11: Such a tough but amazing sesh tonight @holyroodboxing 🥊🙌🏽,0.2028214171208721
94,And we FINALLY have our business page up and running! Feel free to have a little snoop.... 🚘💧… https://t.co/wWSsyz8XdL,0.16107726835524208
95,@SMARTYMobileUK @adamtattonreid @DailyMailUK @StopFundingHate @slpng_giants Great. 👍,0.20038473869830076
96,RT @maryyyy_xx: Never in my life have I been this skint 😭😭😭😭 Pay day hurry up xxxx,0.14312279576787434
97,RT @CarlyyyMercer: @LaurenJThom happy birthday u babe❤️❤️❤️❤️ have the best time in London✨✨✨ https://t.co/q0uLe3pFSB,0.4258416159025329
98,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
99,RT @mharimc__: See when people try soooo hard to be liked by everyone eeeek that gives me the ultimate fear😩 life is so much better when U…,0.14337928823340818
100,"RT @humza_rafiq: K’Naan - Waving Flag still gives u goosebumps every time you hear it, best World Cup song ever👌🏻",0.2030779095864059
101,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
102,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
103,RT @covil_kate: @predicct  is at the supersonic number of 707 recruited!  Great job patients and staff in the 🇬🇧 #IBD @EdinUniECTU @charlie…,0.20121833921128568
104,RT @sarahxxxnicol: Typical girly tweet but omg the day I get my lips done will be the BEST day of my life 💉👄,0.22032702789355563
105,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
106,[ NEW TUTORIAL 👨‍🏫] - Using Sublime Text Snippets to Speed Up 🔥 Development 💻 - https://t.co/B25gmbMZ93,0.21019557550496956
107,"K’Naan - Waving Flag still gives u goosebumps every time you hear it, best World Cup song ever👌🏻",0.2030779095864059
108,RT @beccaadavidson: heart breaks for this poor lassie imagine the person u love doing this to u☹️ makes me feel sick reading it https://t.c…,0.13350432831035589
109,Missing my purple hair 😔 https://t.co/VCcasWTx48,0.15761462007053545
110,@Rylan 😂😂😂at Arg letting off a wee noise.apart from that the show was good. Those complaining can always use their… https://t.co/KDeaAYuBgY,0.20949022122475155
111,@LichtiesNews Forget your money laden Champions League. It's people like these who make football what it is.👍,0.20038473869830076
112,@rebeccadunney Yaaaay buzz!! Limoncello and prosecco is calling my name 👏🏼👏🏼,0.23366463610131455
113,"کالے حلقے نیناں دے تھیلے۔۔۔
عشق دیاں پکیاں مہراں نیں ۔۔😌😌😉",0.25848028214171215
114,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
115,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
116,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
117,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
118,@RobertMBowman @ScentedForager @CalMacFerries 😂😂😂,0.20949022122475155
119,"آج ایک کوجے لڑکے کے ساتھ ایک گھنٹے تک موں ماری ہوئی😢😷
تھوڑی دیر بعد پتا چلا میں تو آئینے کے سامنے کھڑا ہوں😂😂😜",0.2141070856043604
120,RT @beccaadavidson: heart breaks for this poor lassie imagine the person u love doing this to u☹️ makes me feel sick reading it https://t.c…,0.13350432831035589
121,@DeclanFergus Thanks very much Declan!💃🏽X,0.21404296248797694
122,😴😴,0.15671689644116704
123,@laurarrobertson Thank you so much gal!! 💖💖xxx,0.25828791279256175
124,Walked out of becky’s n who’s voice did I hear 😍😍😍 jallal honey x,0.29740301378647005
125,"RT @annewitha_e: 'you've been in power for 10 years and what have you done?'
👇👇👇
made Scotland better 
@STVNews @BBCScotlandNews @Channel4N…",0.21449182430266114
126,@hannahtxo Hahaha thank you my gal!! 💖💖 God theses are the worst things I’ve saw absolute Judas 😭😭😭,0.24039756332157744
127,@BillyCullum Damn!!! Guess I'll just have to wait a little longer then 😂,0.1811478037832639
128,"الحمدللہ ہر جگہ بہت عزت ہے میری.. 😊😊

سوائے گھر کے.. 😒😔 https://t.co/UVHYBbsx3O",0.21622314844501445
129,Friday can’t come quick enough 🍺🍺,0.2302019878166079
130,@pangopup @JazmineLx @FiWylie @KatieJaneWatson @CaitlinElisa not only is this tremendous I also relate 🏉📷,0.22661109329913434
131,"Auguri scemo del mio cuore ❤
Non dico altro qui che tanto già sai tutto e non servono parole 👈… https://t.co/ImTsSPnxOO",0.24200064123116385
132,In all your 18 years this pic best represents ur life💜 https://t.co/HroHQtymCs,0.20891311317730044
133,@PhilipaThapa @bethanyvburgess @_sharynferguson I gotchu my love 😘💘,0.2557229881372235
134,Your always gonna be second best aren’t u?😒,0.14299454953510743
135,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
136,RT @Darrah_lindsay: Some girls will say anything to get some attention from a lad...very very sad 😴,0.16184674575184355
137,RT @bethlyle1: @gabbiejarvis @gillian_nivenn @lauren_muirhead lost all my money 😩,0.14337928823340818
138,@gabbiejarvis @gillian_nivenn @lauren_muirhead lost all my money 😩,0.14337928823340818
139,RT @sarahxxxnicol: Typical girly tweet but omg the day I get my lips done will be the BEST day of my life 💉👄,0.22032702789355563
140,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
141,RT @JamTarts: Happy Wayne Foster Day! ⚽️🎈🎉 https://t.co/3FVma6PcAs,0.2998396922090414
142,Hughie Casey took his own life by ejecting himself from his own livingroom windae 😂😂😂😂,0.22366142994549537
143,"عورتیں کمزور نہیں ہوتی 
یہ مرد ہی ہیں جن کی کمزوری کا علاج
ہر دیوار پہ لکھا ہوتا ہے😂😂",0.19531901250400774
144,Rewatching the Disney classics and there is nothing more cringe than their dancing as they sing 😳,0.16813081115742226
145,@BillyCullum Babe how/where do I watch this??? It's tomorrow already 😛,0.20551458800897726
146,@_FatNick @BEXEYSWAN Pleaseeeee come to Scotland 😭,0.16101314523885862
147,@geomorran_x @irnbru 😂,0.1811478037832639
148,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
149,@finlaymolly_ I honestly have tears 😭😭,0.1550496954151972
150,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
151,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
152,☹️ #TheBlacklist,0.13350432831035589
153,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
154,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
155,@vancouverhibs @IsaacPringle_17 @stephengilmour4 @Fitba_Facts 8k 😉,0.1966655979480603
156,This 👇🏼 https://t.co/w9I80jWcy6,0.18281500480923374
157,"No matter how hard/ how many times I exfoliate, bondi sands will not leave my body 😭",0.16101314523885862
158,"RT @KatePow3ll: When you get desperate dairy farmers directly parodying you, that’s how you know you’ve made it(!) 👻🐄

Why did you do this…",0.19942289195254892
159,RT @caitlin_script: Absolute legend 🎸🔥❤️ https://t.co/n5YLn8yu06,0.25681308111574225
160,@KTHopkins How’s the house-hunting going? 🤔 Can recommend a decent estate agent with some very “income sympathetic” properties 👍,0.20038473869830076
161,@MadisonStuartX Yes Definately you look hot in them 😘😘,0.25687720423212573
162,Still to this day have never seen a better save live 😍 what a keeper that man was👏🏻 https://t.co/9OTp0TYOvB,0.24379608848990064
163,RT @ajitjohnson_n: When it gets a bit too real 💁🏽‍♀️ https://t.co/h6RflGGA6j,0.18788073100352679
164,RT @xdeminess: omg hello I have never wanted a pair of sandals so much in my whole life 😻 https://t.co/v80b0sSMUI,0.20666880410387944
165,RT @mgsonline: @fionacs @CentrestageMT @_andrewswanson_ We also loved having a chance to get a good singalong with you as well @fionacs 😊😉🎼…,0.2589291439563963
166,When’s it pay day 👀,0.1710163513946778
167,@LuciferonFOX @tomellis17 That's a memorable pair of #Budgie Smugglers😜😳,0.19730682911189484
168,"before i even go back to london for drag con, i’m seeing all these hens 💫👸🏻 https://t.co/gumxdSj1Xw",0.2378326386662392
169,RT @xdeminess: omg hello I have never wanted a pair of sandals so much in my whole life 😻 https://t.co/v80b0sSMUI,0.20666880410387944
170,@TheAliceLittle Pisces 😘😘,0.25687720423212573
171,@AConachan Oh my god😭❤️❤️,0.25668483488297533
172,"RT @SunampLtd: Recommended read. Only available for free download for about 40 more days, after which Paywall! Get it while it’s hot 🔥 (pun…",0.1758897082398205
173,RT @beccaadavidson: heart breaks for this poor lassie imagine the person u love doing this to u☹️ makes me feel sick reading it https://t.c…,0.13350432831035589
174,So many places i want to go and seeee ✈️,0.1935876883616544
175,"RT @TheCastleHunter: 1,300 year old St Cuthbert's⛪ a gothic graveyard ☠ with awesome views up to #Edinburgh Castle 🏰📸🏰 https://t.co/YIXl78s…",0.21058031420327028
176,@LilFrenchCar Hope everything's okay! I know we just talk about Rent/Ryan stuff but I'm here if you want to chat about it ❤️,0.2148124398845784
177,@Amy_appleby 😂😂😂 ur funnny x,0.20949022122475155
178,"RT @annewitha_e: 'you've been in power for 10 years and what have you done?'
👇👇👇
made Scotland better 
@STVNews @BBCScotlandNews @Channel4N…",0.21449182430266114
179,RT @maryyyy_xx: Never in my life have I been this skint 😭😭😭😭 Pay day hurry up xxxx,0.14312279576787434
180,Can’t wait @bobgoff think I’ll get the audiobook as I loved Loes Does 🎧 https://t.co/XnKka3iwgT,0.19352356524527095
181,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.16922090413594104
182,"اُس کے ہونٹوں کو چُوما ہے تو نشے سے جھوم کے چلتا ہوں
اور امی سمجھتی ہیں کہ پھپھو نے تعویز کروا رکھے ہیں
😂😂😂😜",0.23866623917922417
183,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
184,My boy ❤️❤️ https://t.co/pA1mbvGYaJ,0.26264828470663676
185,"RT @ProperAdventure: Another #properadventure stunner from IG 📷@callumthompsonphotography, The Storr 🏴󠁧󠁢󠁳󠁣󠁴󠁿

@VisitScotland @BBCEarth #vis…",0.19454953510740625
186,Another pair of Stripey Shortie Fingerless Mitts is off the needles! 🎉These are such an easy and… https://t.co/gqpZx9rplB,0.21429945495351077
187,Enjoyed ‘Loneliest Girl in the Universe” by @Lauren_E_James. Burned through those last chapters. Eesh. Romy... 😞 https://t.co/6z7IWy6Qjq,0.15941006732927224
188,Joined the singles group for parahoy and man folk are thirsty 😐😂,0.15626803462648287
189,"Life's to short to wait for things to happen, make them happen 🎉❤️",0.2621352997755691
190,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
191,"میں اور میرا بستر
ایک دوسرےکے پیار میں پاگل 
اور میری امی اس لو سٹوری کی سلطان راہی 
اُٹھ اُوے بغیرتا 😃😜 https://t.co/RE7JGGlLOy",0.23186918884257776
192,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
193,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
194,Legs are burst 😅,0.17839050977877527
195,"@_jesus_OM @DanieloviedoM Feliz cumpleaños mis amores, os echo de menos, porfa volveis pronto en italia❤️❤️❤️🇮🇹",0.38576466816287275
196,@Anitarasi 😉😉,0.22635460083360054
197,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
198,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
199,RT @maryyyy_xx: Never in my life have I been this skint 😭😭😭😭 Pay day hurry up xxxx,0.14312279576787434
200,@itxjamie AHAHAHAHA THIS IS YOU 😂,0.1811478037832639
201,RT @RCS_MT: Some sneaky pictures from rehearsals today. Spring Awakening opens two weeks on Saturday 🤘🏻🎤 https://t.co/5asz0s35sA,0.19749919846104522
202,the happiest wee human atm 😊💫,0.240333440205194
203,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
204,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
205,"RT @jbeaton1993: The @Team_Scotland kit for @GC2018 looks 👌🏼, @psl_teamsports and @canterburyNZ have done well 👏🏼.  Looking forward to supp…",0.23642193010580317
206,@ChloBlusch @mtvgeordieshore Clearly you weren’t even born when season 1 aired! 😂,0.1811478037832639
207,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
208,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
209,RT @sharon_cantley: Morning all my fluff pals what is happening on tuna Tuesday 🐾🐾Malibu sending smooches love and hugs keep safe and warm…,0.2445655658865021
210,"RT @KatePow3ll: When you get desperate dairy farmers directly parodying you, that’s how you know you’ve made it(!) 👻🐄

Why did you do this…",0.19942289195254892
211,@joaniemac17 @hannammike1 Where has it moved to? Seen a couple of photos but can't place the location 😶 Will be dro… https://t.co/lAHZg4mDbf,0.15787111253606928
212,RT @beccaadavidson: heart breaks for this poor lassie imagine the person u love doing this to u☹️ makes me feel sick reading it https://t.c…,0.13350432831035589
213,@bangtaniella Dzięki! ❤️,0.2148124398845784
214,"@rowanrmayy Hahahah I love this!!! Thank you my love, I definitely have been! Thank you again for the most delicious cake🍰☺️❤️❤️",0.3335043283103559
215,@MrFox13 Aww foxy amazing !! Thank you 💞💞,0.26175056107726835
216,@CaeliaRegina Haha same! True bliss 😂❤️,0.22898364860532225
217,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
218,@camila_rios 😂😂😂😂 #PorqueYoLoValgo,0.22366142994549537
219,RT @VanessasWay: Why do people always assume that the 'Digital' in my job title means 'IT support'? My IT knowledge is really limited 😂 htt…,0.1811478037832639
220,@laurensonjanet Thank you beaut 💖💖💖,0.30394357165758257
221,@TOAOMD 👏👏👏👏👍,0.33376082077588975
222,RT @beccaadavidson: heart breaks for this poor lassie imagine the person u love doing this to u☹️ makes me feel sick reading it https://t.c…,0.13350432831035589
223,This brand new website is a little bit exciting... 🤩📚 #TeachMeet https://t.co/Xs4uNlw3V4,0.18852196216736133
224,"@alyssaZcalder Thank you so much Alyssa!! I have, lots of love 😘💓💓",0.2970823982045528
225,@SchoolgirlDom @AbstraktMe Oh and thanks for the pic too 😀,0.2033985251683232
226,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
227,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
228,@emmmabarr Thank you Emma! I sure have☺️ xx,0.2091054825264508
229,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
230,@SchoolgirlDom @AbstraktMe Brings back memories of high school in the late 90s. 😅😍,0.22186598268675858
231,Thanks for sharing @mudurbanflowers 🌸 #Peonies #Bourhillustration https://t.co/AhfeMpoflD,0.2086566207117666
232,So proud of Chelsea tonight ... mostly in seeing us fighting for one another again 👊🏻 #WeCanDoThis #cfc,0.1815966655979481
233,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
234,"Booked New York for December eeek, can’t wait to spend Christmas time in my fave place in the world 💗",0.2091054825264508
235,RT @aburke89: @cholehen 😍,0.2104520679705034
236,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
237,@katymitten Just read it - you’re amazing and beautiful inside and out 😘😘😘 big love,0.3018275088169285
238,RT @RCS_MT: Some sneaky pictures from rehearsals today. Spring Awakening opens two weeks on Saturday 🤘🏻🎤 https://t.co/5asz0s35sA,0.19749919846104522
239,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596024367
240,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
241,🙋🏼💁🏼 https://t.co/vbU5naGpT5,0.21898044244950307
242,@TheSPFLRadar @TheBackpassRule 100% agree. Last week I was told Berra was laughable 🙈,0.19467778134017316
243,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.16787431869188846
