51,"@EllemurrayXX happy birthday beuat!! Hope you having the best day, missin ya💃🏽xx",0.1629759556,
52,"One Meal A Day |  Day 6 - Watch it here 👉 https://t.co/b9eaB1OilJ 👀
. @ Edinburgh, United… https://t.co/t10I6Y2QTC",0.1424395235,
53,Pretending the whisky shots aren’t killing me 💀 @ Usquabae https://t.co/18K6ixHjWN,0.0942044873,
54,Our album Telegraphing is being streamed in full on @RadioSaltire right now 🤘🎶🎸 https://t.co/TPb4Qp5LMW,0.1862895564,
55,"@thebigpostie @FamousFive1875 Glad to hear that mate !
Take it you'll now follow your local team "" Motherwell "" 🤣😉😆",0.1730614631,
56,"Tomorrow’s match:
🆚 @StenhousemuirFC 
🏆 @Ladbrokes League 2
📍 Ochilview 
🕒 3:00 pm KO
💡 @cmcprop @Bakerfield_FM… https://t.co/XxwgVLoGbr",0.2143535774,
57,Love my girls @KayDeas13 @aileenclark1 that’s all 😍😍 also #pished,0.208433823,
58,"Feliz de conocer otro hermoso lugar❤️❤️ en Edinburgh, United Kingdom https://t.co/TZXkNAcD5T",0.2183731638,
59,@fiona_hanrahan  😔 https://t.co/fVoVVVt9Ho,0.098662574,
60,@graeme_from_IT @ScotNational @DC_Thomson And almost no subscribers. 😂😂😂😂,0.1739384638,
61,Brilliant absolutely brilliant ❤️ https://t.co/cFFaQmnFE6,0.1638529562,
62,@GaryHowie1 Delighted for the big tidy bastard! 😍,0.1588832858,
63,Oh thats brings back great memories! 😀 https://t.co/wWp0x4Qe8j,0.1508441131,
64,"@thebigpostie @FamousFive1875 Hi John  How's the move going !
Hopefully you've settled in through there ? 👍",0.1474091939,
65,@SACKA07 Lol 😂,0.1254841774,
66,"Wow, great result for @EdinburghRugby the tanker continues to turn!!👍 https://t.co/kN6Y3ixtR8",0.1474091939,
67,@TheBlairNewman Blocked for missing out Shinnie 😉,0.1431703574,
68,😂 whaaaaaat... https://t.co/m35ks9xEpz,0.1254841774,
69,Brutal seeing ur mum upset . Horrible feeling 😒,0.0819995615,
70,@ProfScottThinks Cllr Arthur I can't find a suitable emoji for that 😍,0.1588832858,
71,"💥FIGHT ANNOUNCEMENT 💥 

This is a fight that’s got me buzzing, Big thanks to MTK for sorting this for me. 

When I… https://t.co/CwzlIKCuiq",0.1309654316,
72,@MU_ST @lewiscampbell21 read this 👍🏽,0.1474091939,
73,🙄 Boris said something similar yesterday...hopefully this will come back to haunt them both! 😂 https://t.co/QkCpl1yRUE,0.1254841774,
74,@samp0llockX Aye a ken 💖,0.161368121,
75,"Edinburgh, you're looking super dramatic this evening... 😍❤️
.
.
.
#edinburgh #scotland #castle… https://t.co/okrPXePBVa",0.2134034934,
76,🔺💭🔺 em Camera Obscura and World of Illusions https://t.co/EDaRQYnaXo,0.1243879266,
77,#firstdates I should just not watch it 😭😂,0.1186874223,
78,Some shift from the lads @EdinburghRugby 🔥🙌🏼 @duncan_weir nerves of steel. 💥,0.171161295,
79,👏👏👏👏👏 #gorocks https://t.co/3mdqLyuL6a,0.2993495578,
80,@PrimeTimeKPhill 😂👀 @a_rob111,0.1300884309,
81,@jamiekborthwick This team are amazing. 😍,0.1588832858,
82,"Holy shit!!!! Now that was a game of rugby! Well done @duncan_weir. That game management was just 👌🏽! 

👏🏽⚫️🔴 @EdinburghRugby #ULSvEDI",0.2345976759,
83,🎉🥂🎉🥂 https://t.co/17bN9ZhtlY,0.2172038296,
84,"Unreal effort from all the @EdinburghRugby boys! @carkey05 &amp; @duncan_weir though, take a bow 🙌🏼🙌🏼🙌🏼",0.2318935906,
85,Ain't my fault. 🤷🏾‍♂️,0.1184681722,
86,@EdinburghRugby Yah beauty 😅😅,0.1353504348,
87,Woo hoo @EdinburghRugby ❤️🖤❤️🖤,0.2183731638,
88,I already won the nba east 💁🏾‍♂️😂 https://t.co/UVNBBAgXdl,0.1584447855,
89,@LamineLachhab @skemp445 😨,0.0991010743,
90,@jamieeden_ @katiemack85 @AwkwardGinge 😂😂,0.1416356062,
91,@dannywilliamsx @AwkwardGinge 😂😂😂 like a periscope is even an issue in this shit show of a league,0.157787035,
92,“Do you wanty just down them?” 💃🏻 @ Usquabae https://t.co/W5GgN8gS2K,0.1629759556,
93,@abbilambertx Haha counting the days (60 if you are asking) 😆xx,0.1392238544,
94,"#woodwoodpecker #picapau #elpajaroloco ❤ @ Edinburgh, United Kingdom https://t.co/YY46KDl4xc",0.1638529562,
95,@Mason_6 Your better 💁🏻‍♂️,0.1422933567,
96,@fraser1980 Media print this and people will believe thats what happened 🤦🏻‍♂️,0.1184681722,
97,👏👏👏👏 https://t.co/YItvqF5nZL,0.261346196,
98,My Friday night😍😝🍓🍓 https://t.co/LdeutVsJYd,0.2877292991,
99,"@AwkwardGinge You won’t stand for it 😂😂😂😂

You live tweet games wee man, off yer high horse",0.1739384638,
100,"Red Castle ❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿 #edinburgh #edinburghcastle #scotland @ Edinburgh, United Kingdom https://t.co/I5xugYovnR",0.1638529562,
101,@kaitlynffff Have fun boo😝💃🏽,0.1938902288,
102,@sleigh_andrew Iniesta &amp, xavi are a yellow away from missing the derby I believe also. 😂,0.1254841774
103,Edinburgh I love U 💓,0.1578601184,
104,😂😂I was so sick when I woke up to rain lmfaooo. I knew it was a dub. https://t.co/u8MQqXxS4c,0.1416356062,
105,😴😴😴😴,0.0859460645,
106,@jimmymccaff No reason why not. Going to try to get along to as many games as I can. Sure you'll get @ThistleTweet fans' support too 😉,0.1431703574,
107,Errr Louise just told me she plays minion rush in her lectures and I’m reconsidering this entire friendship 😠😠😠😠😠,7.30833881458826E-05,
108,Nah chill shanaynay. You always find a way to beat the system 😂💁🏾‍♂️ https://t.co/V1FRD84IiX,0.1584447855,
109,A six nation Rugby match will be super awesome 😂 https://t.co/oojVZgAn4k,0.1254841774,
110,Great use for your old phone 📞 to help protect forests 🌳🌲🌳 https://t.co/f6tvAV7Ozl,0.2377402616,
111,"Lmao Im weird though. I like the Wayans brothers more than both of those shows.

Don't mean it's better though. 🙏🏾 https://t.co/DcpjMVaPTb",0.1398085215,
112,I'd prolly pick Martin over the Jamie Foxx show 🤷🏾‍♂️,0.1184681722,
113,"MA GALS 💕 @ Edinburgh, United Kingdom https://t.co/byk2cgExgr",0.15552145,
114,"@ItsNatstar Awesome, thanks. We had a service contract with a dealer, who then moved to Glasgow 😒 — but apparently… https://t.co/jhmTyssRgk",0.0819995615,
115,Happy bday u legend! Hope you have the best night tomorrow! 😘❤️@carolyn_mclaren https://t.co/kaYrNXeKeu,0.2150844113,
116,DON’T @MissSaigonUK @edtheatres !!!! 🌅🚁  #misssaigon #uktour #giwilliams #musical #theatre #edinburgh #scotland… https://t.co/aCp5L2ouYH,0.1444858584,
117,@RossHunterUK @RENTonstage I LOVE this pic!! 😍 Miss this epic cast 😭,0.1520865307,
118,Class date! #miller&amp,carter #nom 😋 https://t.co/k7bFzId8Zy,0.1554483666
119,engagement ring cleaned♥️💍💎😍 #gleaming,0.2828327121,
120,Ya can always rely on Apple Music to churn out the bangers 👌🏻,0.1504786962,
121,"Caaaaaake 😍😍😍

📷: @abbiestrachan13 @ Edinburgh, United Kingdom https://t.co/5w4AgwY1bU",0.2894102171,
122,@taylorrrr1212 Babyyy😍😍😍,0.2579843602,
123,"@jimmymccaff Jimmy, what's the venue and kick off time please? Good luck!❤️💛",0.2156690784,
124,😭😭😭😭😭 https://t.co/l5ZnvNKy7z,0.0753489732,
125,"TGIF! 🍴🍹#weekend#edinburgh#cocktails
#cheekyweekend 🍹🍹🍹 @ Edinburgh,… https://t.co/xmLQLhHujA",0.3412263393,
126,😂😂😂😂😂😂😂😂😂 this is amazing  https://t.co/nIYfbhSeUW,0.2546956077,
127,Hacked 😂 https://t.co/WFOlEvwm1j,0.1254841774,
128,@EdinburghRugby Why oh why is Sam leaving 😬😬,0.1376891033,
129,@GinAndCuriosity @alix_macdonald Hmm yeah sounds totally lame 😭😭😭,0.0889424834,
130,@BlackBullEdi Where is DJ Mike ????? I am so upset 💔,0.1004896587,
131,@Migano2000 Thought he was solid 👍,0.1474091939,
132,@Amanda_Jayne_x Nope? 😂 I’m in Edinburgh hahahaha,0.1254841774,
133,@robb_anna That would be ever so good-our new Vice President is Scottish and we need NSEAD to be UK wide...... 👍🏼,0.1474091939,
134,@scott1learmonth @EuropeanTour 😂 he has nothing on my swing,0.1254841774,
135,@MartinFrew72 🇬🇧🤝,0.1483592779,
136,Another another colour! Sneak peek of Orange from this morning! 🦁🔥🍑🍊  #interiorstyling #orange… https://t.co/OE5KrOQe4Y,0.1682379595,
137,What a first half!!! Well done @EdinburghRugby ⚫️🔴👏🏽 #ULSvEDI,0.1934517284,
138,"A little Palestinian girl shields her mother with all she has, a fork and her hand 😓 https://t.co/oMjTBQq7GQ",0.1034860776,
139,HERE👏🏻FOR👏🏻THIS https://t.co/F1I39L5UjX,0.1853394723,
140,Delivered a talk on Doctor Who today in uni. It was on how it reflects the television industry. Pleased to say I passed 😊,0.1563984506,
141,@SJWebber_PHW You'd look fab with a blue rinse. 😁,0.1421471899,
142,Second time this week I’ve came to work for someone to have changed my shift 😤😤😤,0.0635094643,
143,Fancyyyyyyyyyy was/is so 🔥🔥😍 https://t.co/5iYU8xzY3w,0.1792004677,
144,"Absolutely buzzing to find out there's a new Karate Kid coming out 😁😁😁

https://t.co/P5mSTOxIMn",0.2077760725,
145,@DjELLiNGTONE bits 'n pieces. 💃🏻,0.1629759556,
146,"👀 #andymckayphotography @ Edinburgh, United Kingdom https://t.co/1aLfbW8UW0",0.1139370021,
147,@lcdunn 😂😂 brilliant 🤪,0.1416356062,
148,@ShazzyBroon I will forever love you for your buy in on this 😂,0.1254841774,
149,Just needed too add too bucket list go on the piss wi the wba 4 ! That sounds a cracking nite out 🍻#WBA #onthepisswiwba,0.1467514434,
150,"These newly found drake fans, stick to JHus &amp; Mist pls😂😒",0.0981509903,
151,"And as actions speak louder than words, most sensible people would decide to sack the driver and grab the wheel 😳🇪🇺 https://t.co/pI0ST6g3lN",0.1952057297,
152,Well v Hertz on a Bastard Sunday👺Fans shafted again ffs,0.096031572,
153,@fabulousmrg @guardiannews Aye with a cock and 2 balls 😒,0.0819995615,
154,@juliettemags 💖😘xxx,0.2125995761,
155,@mgcmegan Definitely!!🤞🏼🤞🏼❤️,0.1638529562,
156,@Dowanhillshark Yeah the ice has eventually arrived for my cocktail party 😬,0.123510926,
157,I am so looking forward to this 👊 https://t.co/LeRYsMHC6V,0.1259957612,
158,Love getting out in the fresh air doing parkour on Fridays👌👌,0.1916246437,
159,@Karafleur @craig_carol @suzannezeedyk Did you see any parallels with Irish culture? ❤️,0.1638529562,
160,Laters #Dinner ☺️,0.1573485347,
161,DO NOT WATCH EPISODE FOUR if you're sensitive. 😭😭😭 #queereye,0.0889424834,
162,Remmeber the time you sent that auto-generated tweet and it trended worldwide? BE 👏 CAUSE 👏 IT 👏 DIDN'T 👏 HAPPEN,0.261346196,
163,"When it comes to ice cream this is the don 🤤😏🤘🏼 @ Edinburgh, United Kingdom https://t.co/CEGeAi8V18",0.1335964335,
164,"Here at Maison De Moggy, cat nannies are not allowed favourites *wink wink* 😉 #baes4life… https://t.co/P9qVpcDX6g",0.1431703574,
165,@SanSanx_u Thanks! My current itinerary looks very similar 😉,0.1431703574,
166,#HappyValentinesDay!! #HappyChineseNewYear #HappyWhatevrUWant!!! 😂😂 🍺🍺 https://t.co/eebjba6fSa,0.2136958269,
167,@SaharAslam Oh Seehar 😂😂😂 we were there for a weekend training camp only! Long enough for me given the temperature!… https://t.co/CPqFkZJ5Zp,0.157787035,
168,I was trying to be nice. My Mama really has no chill. 😂🤷🏿‍♀️ #ZumaResigns #ZumaMustFall #SouthAfrica 🇿🇦 https://t.co/8EpKqLB27S,0.1254841774,
169,@louiseykins  happy birthday 🙌 have a lovely day/night x,0.1501863626,
170,"@lmacconnachie_1  happy birthday brother, hope you have an amazing day ❤️",0.1638529562,
171,lighten up 🎆 https://t.co/s4DKvjIF0F,0.1611488709,
172,@HartsonNiddrie There no that bad 😂,0.1254841774,
173,@1999Vaughan Thank u beaut !!! Night out ASAP 😘💋 this is the cutest pic luv you xxxx,0.211064825,
174,@katielawriee Thank u sissssy 😙❤️ !!!!,0.2207118322,
175,Probably the only sensible thing I've ever said on social media 😎 @RushFamTourneys https://t.co/cw2UXMxG1C,0.1452166922,
176,@NaeleM30 Can't wait. Bring it On!! So much to do before it as in other films etc but very excited😀👍,0.1889205584,
177,My @1daywithoutus https://t.co/HvZD6guuSB pack has just arrived 💛 // super excited about tomorrow's migrants celebr… https://t.co/nnfFxcScLN,0.1611488709,
178,Why do I always get bus’s that end up with junkies on them 😩😩,0.055543375,
179,"solardo🎶 @ Edinburgh, United Kingdom https://t.co/cdK4mHqntF",0.1485785281,
180,#المملكة_العربية_السعودية 🇸🇦 💚 https://t.co/49iGP7QGqa,0.1946210626,
181,"Honestly how have I survived this long, I'm clueless being an actual adult. Academia take me back 💔💔",0.0916465687,
182,So in love with my tattoo 💓😍 https://t.co/NjetA8ixiv,0.2074106556,
183,Oh yes. Teen dragged me to this. Very glad she did 👏🏻 https://t.co/M58W30Gtfi,0.1473361105,
184,"Por toda una vida con ellos 🍻🤙🏼 en Edinburgh, United Kingdom https://t.co/aX7pvLQ0Th",0.1467514434,
185,@EllemurrayXX happy birthday babes hope you've had an amazing day❤❤ FINALLY 18😜😜,0.284879047,
186,"Nothing worse than when you're dieting, out running and you're going past takeaways and can smell the tidy food 😍 m… https://t.co/QlEa7mCQZp",0.1588832858,
187,@SamRintoul9 Happy Birthday Mate! Hope you’ve had a smashing day!🍻💙 https://t.co/JA2BIYyZdz,0.2001023167,
188,"@Ryansouter5 happy birthday bro, hope it's a good one ❤️",0.1638529562,
189,Booked! 👌🏻🦖 https://t.co/FyXpyx8CXb,0.1504786962,
190,🤣🤣🤣👏👏👏 https://t.co/OcSSHi2L9Z,0.2233428342,
191,"دعوة للتفاؤل 
عمر السومة سوف يكون جاهز في المباراة القادمة في الدوري 💚
هرمنننا https://t.co/GpaNizhcOf",0.1572754513,
192,"@weealvee He, Alex McLeish, was too young. 
Many others of the same age not too young. 🤷🏼‍♂️",0.1184681722,
193,😂😂😂😂😂 https://t.co/7yUy8rFnCg,0.1900898926,
194,"Happy birthday Ferr Kisher, hope u have an ok day I guess 🎀💗 https://t.co/ynBubidl2J",0.2033179858,
195,"Adore Edinburgh❣️Now to plan our next getaway 💭💛 @ Edinburgh, United Kingdom https://t.co/etISckEU8i",0.1762040488,
196,Lukes away for the weekend so it’s straight into my pjs and trash TV at the ready 😏🍿,0.1335964335,
197,Ooooh yeah ! Slaínte 😊 https://t.co/7rRWmukHoL,0.1563984506,
198,"Mrs B just told me she’s sorted @GerryCinnamon tickets for the Liquid Rooms! Caaaman 🤙🏻🎶 

#shesakeeper",0.1485785281,
199,Always misspell my fuckin tweets man😂,0.1254841774,
200,The largest scotch whiskey collection in the world! Wow @ScotchWhiskyExp 🥃 🔥 https://t.co/edl3hKh9v6,0.1194913396,
201,@Deanos_Da No-o-o-o! You invented your own interpretation of what I said. Goalposts remain in place. 🥅👈🏻,0.1403201052,
202,@Irvine_1875 Cheers lad HH 💚,0.1572754513,
203,@stuartie17 You’re incoherent! 😛,0.1532558649,
204,@nicolanisbet9 Thank u nic💗,0.1573485347,
205,@elgobsucram Thanks :) 👸🧚‍♂️✨,0.1883358913,
206,@NASA one of ur rockets has been found. £7m? 😂😂😂 https://t.co/BIML83q2Yo,0.157787035,
207,What a pint 🍺🤪 https://t.co/EdnfPsK6zA,0.145362859,
208,@AriffShihab @vg123e 😂 But why should they? No one else seems to be the least bothered by it!,0.1254841774,
209,Americans are the prime example of you can’t argue with stupid!! Blows my mind 🙈 https://t.co/ASUxxFQsD8,0.1409047723,
210,H-E on, H-E off.  Seems to be a biggish problem in the 'hood 💡🔌🕯💡🔌🕯 There will be Interweb Interruptus 🙁,0.1837316378
211,@SanSanx_u Weekend sight seeing! ☺️🏴󠁧󠁢󠁳󠁣󠁴󠁿 do you have any recommendations?,0.1573485347,
212,What an amazing achievement @StrathRugby 👏🏻 https://t.co/uCXBnSot8s,0.1473361105,
213,@pferris7 Look after my hubby 😜,0.1425856903,
214,Why is everything and anything draining me right now😩 such a rut,0.0824380618,
215,@cctv_idiots @oneputtpistol the dogs reaction 😂😂😂,0.157787035,
216,@nrxrubicon @PrisonPlanet Though I may be giving too charitable an interpretation 😅,0.1223415918,
217,"Hi Folks,Happy Friday and a Big Hello to my new followers😀👍",0.1889205584,
218,@ChrisWisniewsk1 Still the Best Chris😀👍,0.1889205584,
219,"Check Out My Major Playlist ▶ On @AppleMusic

https://t.co/1m6UaNH8YA",0.1246071768,
220,"It will erase your past to protect your future: Eraser (The Movie) 😎

Lolz done with half an hr of shredding. Thank… https://t.co/3oSWRmIW6s",0.1452166922,
221,@ViciousValkyrie @Edinburgh_CC @CllrChasBooth It’s gonna be fun 😂,0.1254841774,
222,@CD_15 Natural Order 👇🏽 https://t.co/hOlmAZAW2T,0.1273843455,
223,@laurenoniell happy birthday gorgeous girl!!!💓,0.1578601184,
224,@realtomdalling @JamieG1916 😡,0.0966893225,
225,"@Lynseygrant_ happy birthday Lyn, haven’t seen you in ages😅💔 hope it’s been a good one though😛❤️xx",0.2119418256,
226,@pupstino Ohhh yeahhh 😝,0.1402470219,
227,So happy and proud of Amy for getting an A for her thesis. All that hard work and stress has paid off ✅💪🏻🙆,0.2161806621,
228,@CampanileCarina Thank u hunni bun 🤪💘💘💘,0.259080611,
229,"Had the best time in EdinB ☀️💝 @ Edinburgh, United Kingdom https://t.co/33BMFPf0Ih",0.1903822261,
230,@eilidh_mcgregor Thank you baby 💘💘💘,0.259080611,
231,@broganfleming_ Thank u baby 💘 celebrate soon xxx,0.1592487028,
232,£14 for Hibs away fair play 👍🏽,0.1474091939,
233,@tashanimmo__ Tysm luv u loads ❤️ see u sooon,0.1638529562,
234,@allanjbwatson Is that the waffle place?! 😮,0.1289921801,
235,Finally time for a Friday beer with @SamMSelbie. The @bierhoose is top notch 🍻👌,0.1878973909,
236,@scottwoloszyn Do you want titanic night and sausage with myself and @natalie_forbes  ❤️,0.1638529562,
237,"Celebrating the year of the Dog with some pooches on postcards! 🐶🐶🐶.
•
•
•
.&gt; #chinesenewyear… https://t.co/R1H50bhp4y",0.2356208434,
238,"Hate when Lily is unwell, such a shame 😢",0.1098443324,
239,@SergioYedo You didn’t knock the breath out of you and break a fucking rib 😂,0.1254841774,
240,"اقسم بالله العظيم انك فقيده وانك نعمة من رب العالمين ، الله يوفقك وترجع اقوى 💔💔
@omaralsomah https://t.co/sv6kIJ3emt",0.0916465687,
241,Last to leave the office on a Friday night 👩🏼‍🔬,0.1142293357,
242,For DELISH vegan cakes and baked in #edinburgh you have to try @SugarDaddysEdin 🍰👍🏻,0.1801505518,
243,@SeeEmilyyPlay Or she is stalking you. But veerrry subtly. 😎,0.1452166922,
244,@CHIMPSINSOCKS I can't tell either 😐,0.0809763941,
245,Darts ❤️ https://t.co/UbcBx8mNQo,0.1638529562,
246,@KirstiCampbell1 No in turkey tho 😂,0.1254841774,
247,@CaitlinRussell0 That’s ma gal👌💙💙,0.2571804429,
248,@laurenshilling1 Soon as Im better 😇😇,0.1951326463,
249,@kimjohnstonn Dream gals 💜💜,0.2049258204,
250,@billydoyle07 @spacedad1098 Wimp!!!😁😁,0.1749616312,
251,@_ErosApollo_ 😫 YOU’RE RIGHT. 🥞 🥞🥞🥞🥞🥞🥞🥞🥞🥞🥞🥞🥞🥞🥞 https://t.co/1mqlsfYNGD,0.0987356574,
252,I need another night out with my bestest pronto 👏🏻👏🏻 @laurenshilling1,0.1853394723,
253,my life is one shamble after the other 😐,0.0809763941,
254,"Aidan coming to spend the night with me to keep me company, suppose he can be nice when he wants to be ❣️😭 @MrAidanGorman",0.1025359936,
255,@VikkiMAllan Have a great game Vikki ⚽️💪🏼,0.1949133962,
256,💖 https://t.co/ZLaCbLWo8J,0.161368121,
257,Drake really makes the rest of us look like trash 😪,0.1034860776,
258,@EllemurrayXX happy birthday babes! Hope you have the best day😘xx,0.1605642038,
259,"@Leespence93 @alicjawik It’s Friday and I’m fiesty😘, it’s all love see u tomorrow xxx",0.1605642038,
260,Why do bad things happen to good people 😪😢. What is karma???????,0.1039976613,
261,#WinterOlympics2018 Commentary is the best “ the youngster went out like a wet cat” @BBCSport 🏂⛷🎿🛷🥌⛸,0.1648761237,
262,Visiting Edinburgh for the weekend ☺️🏴󠁧󠁢󠁳󠁣󠁴󠁿 staying in such a beautiful little hotel ✨ #cute https://t.co/TnGVmgGpL3,0.1830008039,
263,A story in two pictures: 🐱🐦💀 https://t.co/tLzA3TrQeO,0.1624643718,
264,@gingerninja1994 😂😂 according to this I’m heartless! 😂😂,0.1739384638,
265,@_Bheanian_ He’s an absolute fanny. Cunt blocked me 😂,0.1254841774,
266,@TumshiePam Congratulations. That seems like a promotion to me. Look forward to your observations in London. 😉,0.1431703574,
267,#FridayFunday 👫💙💖 https://t.co/6OryEnRDbm,0.2333552583,
268,@Ripped_Problems 🌝🌝🌝🌝 none of the other kittuns have twitter innit bro x,0.1645837901,
269,@lewis_gill_  Happy birthday Gilly ya big idiot see u the night matey 😎,0.1452166922,
270,@DeviGill New chapter of your life ! Celebrations 🎉,0.1632682891,
271,@laurenmeharry 😂😂😂😂,0.1739384638,
272,@joeywarne Oh I FEEL you Joey! Keep on keeping on and remember how awesome and wonderful you are! You make magic 😉 x,0.1431703574,
273,knackered😭😭,0.0957392385,
274,@Michael_Moffat happy birthday michael! Hope you have a good one 👍🏼 x,0.1474091939,
275,Good luck to Harry Jones who leaves us today to carry on his apprenticeship at Duddingston Gc. 👍🏻,0.1474091939,
276,"Donezo. Goodbye Ferry Road, hello Quartermile (as of Monday) 😄.",0.1401008551,
277,Yaaaay! ❤️❤️❤️ https://t.co/JjQuPsBQTL,0.2728933713,
278,@bethhtayylor_x Thank u baby 💘 xx,0.1592487028,
279,@gabriellexx2 Thank u babes 🤤💘 xx,0.1592487028,
280,@katiefairholm Thank u pretty !!!! Luv u 😘❤️,0.2150844113,
281,"Okay, so I watched this for the laughs, but it's actually quite emotional. 😭 https://t.co/w5e3ciXfsp",0.1025359936,
282,Music taking over his soul😍 @benjaminbruce https://t.co/sWUO7ppl2E,0.1588832858,
283,@Detroit67Book Cross between chick and Alan Carr .  😬,0.123510926,
284,winter babies🌱🌳@treesforlifeuk https://t.co/c2vOEYGWVg,0.1865818899,
285,#NewProfilePic #Celtic #CelticFC #CelticFamily #Celtics #EuropaLeague #parkhead #rebel #RebelGirls #🇮🇪 https://t.co/c2DpuDk4hT,0.1978367317,
286,@__alexsmyth I was just thinking that when I was working on my business plan 😂🥂,0.1254841774,
287,Josh windass’s tweet has inspired me to look at all the videos I take singing about him! Absolute bae man!💙😍,0.2122341592,
288,Oooh YEAH BABY!!! 🔥🔥 https://t.co/M469l8FXyI,0.1296499306,
